,age,gender,accent,pitch,intensity,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,zero_crossing_rate,chroma_stft,mfcc_1,mfcc_2,mfcc_3
14,Seniors,male,North American,1937.37841796875,0.0103432666510343,3948.246546270065,3097.340508128253,21.26185414418129,7175.075120192308,0.15928955078125,0.4775490760803222,-580.954833984375,74.19229888916016,6.1288018226623535
15,Seniors,female,British Isles,1748.40478515625,0.0301092211157083,2555.717588121537,2192.195111817162,20.38710440907273,4789.177389705882,0.0881491268382353,0.40916907787323,-483.8801574707031,100.5568389892578,-12.636411666870115
16,Adults,male,British Isles,1835.716796875,0.0508176945149898,2549.8753633696783,2175.470612169744,21.38176337293772,4333.642074742268,0.0894586622100515,0.4383820593357086,-439.23284912109375,128.90769958496094,-22.983348846435547
17,Adults,male,British Isles,1336.9542236328125,0.0313677117228508,1716.3743837460077,1721.8823766895696,19.871851667263144,3096.6847126929674,0.0476631177637221,0.521696150302887,-478.3777770996094,144.30459594726562,17.169300079345703
18,Adults,male,North American,1856.486572265625,0.0613125674426555,2388.560924855974,2011.929351842432,20.349792081818368,4350.297095070423,0.070343447403169,0.4731931090354919,-384.435302734375,129.3887481689453,-21.433462142944336
19,Adults,male,North American,1619.52392578125,0.0444379895925521,2445.3935638172165,2052.849575027065,20.455244475662376,4253.223094170404,0.0750332819506726,0.5092492699623108,-453.9538879394531,130.3168487548828,-1.626009464263916
20,Adults,female,North American,1330.763427734375,0.0297568012028932,3744.132832989269,3404.7436436180774,21.2838177722988,7160.858294930876,0.0999468966013824,0.3808123171329498,-485.4166259765625,81.77694702148438,1.3916431665420532
21,Adults,male,North American,1023.751953125,0.0413936041295528,1521.816797795692,2010.031088515704,19.67660507134317,3061.712449596774,0.032473656439012,0.4993266761302948,-452.0118408203125,161.02120971679688,23.04343032836914
22,Adults,male,North American,1659.7615966796875,0.0675455033779144,2970.3319159243347,2888.2419249968107,22.855779476815968,5747.020914396887,0.0738748632052529,0.4684373140335083,-353.362548828125,116.81275177001952,-13.28147315979004
23,Adults,male,North American,1201.9176025390625,0.0212947651743888,2111.276471530102,2394.781413070063,21.46409296639762,3853.9221129441626,0.053330474698604,0.5186665058135986,-498.55279541015625,121.09408569335938,18.124191284179688
24,Adults,male,South Asian,1151.7342529296875,0.0353051610291004,2622.546630300162,3204.192147211081,21.810677576612303,5167.579745850622,0.0547847510373444,0.4321609139442444,-384.2511901855469,131.5972137451172,6.985812664031982
25,Adults,female,South Asian,1858.4493408203125,0.0214027632027864,2616.156013934105,1764.363442110169,20.397739355376977,4429.6875,0.0940908755896226,0.4228418171405792,-443.684814453125,66.7013168334961,-20.45442771911621
26,Adults,male,North American,1989.207275390625,0.0392449647188186,3178.973248482993,2930.3891733037062,21.75860355134837,6116.773897058823,0.0956887637867647,0.4381371140480041,-405.1334533691406,110.84938049316406,-21.591102600097656
27,Adults,male,North American,1862.1732177734373,0.0500510558485984,3029.593791383082,2504.951440072914,20.41489488830633,5482.05631684492,0.1038354883856951,0.5322962999343872,-404.8409423828125,114.5133285522461,-22.172101974487305
28,Adults,male,British Isles,1793.1119384765625,0.0090963961556553,3193.404516227993,2930.586810399924,20.802930563556792,5871.294642857143,0.1021909877232142,0.5000956654548645,-560.5235595703125,101.72234344482422,6.4721269607543945
29,Adults,female,North American,1826.6441650390625,0.0246888659894466,2725.0478952870208,2413.103669766804,21.42348106189845,5085.320723684211,0.0950771704652255,0.4341129958629608,-493.8941955566406,129.88177490234375,-23.12652015686035
30,Adults,male,British Isles,1553.0035400390625,0.129149854183197,4014.135778907668,3830.303990209259,21.95227645606932,7894.01386589404,0.1160120679842715,0.577298104763031,-303.440673828125,101.91938018798828,7.22382116317749
31,Teens,male,British Isles,1309.1722412109375,0.0283598359674215,1909.7458919452845,1895.991748716184,20.77682571390089,3733.9073503521126,0.0496671434859154,0.5575593709945679,-468.9768371582031,147.11851501464844,-1.5825680494308472
32,Adults,male,North American,1393.8743896484375,0.1397901028394699,2748.5915625695084,2644.3736721237265,20.393778764570232,5191.913555194805,0.0754859561011904,0.5106654167175293,-281.3399658203125,114.06631469726562,-10.359415054321287
33,Adults,female,Asian,1383.09814453125,0.0021035876125097,2698.15693361736,3164.980160219196,21.136773172228946,5785.224100496278,0.0615294955800248,0.4832997024059295,-659.2984008789062,133.64698791503906,-0.3026321530342102
34,Adults,female,North American,1410.793701171875,0.0574618950486183,3054.914192470724,2897.6315575978206,24.032693934379072,5553.512687969925,0.085348870222431,0.4086546301841736,-372.3463439941406,121.08715057373048,1.2023115158081057
35,Adults,male,British Isles,1651.34814453125,0.0433978289365768,3142.6915456772413,3131.7424227801766,20.900091587352904,6552.228860294118,0.072610294117647,0.5126528143882751,-359.34881591796875,120.95932006835938,-14.57957935333252
36,Seniors,male,British Isles,1732.087890625,0.025633942335844,2778.185063209663,2421.078273696266,20.085798926166195,5175.65190397351,0.0873651567673841,0.5269486308097839,-465.242431640625,110.5460205078125,2.6363320350646973
37,Seniors,male,North American,1115.36962890625,0.1106827408075332,1314.9762889428127,1437.2947366982312,21.993412008320803,2530.4730662983425,0.0359466721339779,0.3756431043148041,-375.9948120117188,123.94097900390624,21.36061668395996
38,Seniors,male,British Isles,1708.11865234375,0.0141667518764734,4233.728740355982,3953.8355047030695,19.725819190043755,8938.006482982171,0.1232193957658022,0.5708754062652588,-546.5635375976562,57.11128616333008,11.38132667541504
39,Adults,female,North American,1084.72900390625,0.0273463390767574,1704.4834783440538,2168.9517940650394,22.044641974049263,3359.530215231788,0.0268080418736203,0.4765939712524414,-487.8671569824219,120.08894348144533,18.34751319885254
40,Seniors,female,North American,1820.0447998046875,0.0080406684428453,3595.159765710417,2650.504855565593,22.22176465980341,6269.585755813953,0.1323253542877907,0.4502761363983154,-562.2239379882812,103.64591979980467,-27.585737228393555
41,Adults,female,British Isles,1943.88720703125,0.0062459493055939,5082.336144603825,3536.082423491397,21.46996350566577,8918.606171548117,0.1832852543148535,0.4628988802433014,-635.299560546875,47.5497932434082,-17.008750915527344
42,Adults,female,North American,1270.013916015625,0.0528964214026927,2924.5395718227187,2774.272412308876,23.70509193068921,5300.873161764706,0.0788401884191176,0.4239056706428528,-396.9199523925781,121.23760223388672,8.93168830871582
43,Adults,male,British Isles,1375.744873046875,0.013339408673346,2468.990067588058,2933.14769104447,21.116701513953107,5052.578125,0.0584309895833333,0.5319258570671082,-466.8507385253906,152.7358856201172,-0.6098136305809021
44,Adults,male,North American,1184.826904296875,0.0495643876492977,2700.220492853792,3189.230208290047,21.97126937872775,5714.918391719745,0.0632868481289808,0.472223162651062,-380.7939147949219,112.18128204345705,12.437392234802246
45,Adults,male,British Isles,1614.6697998046875,0.0320438481867313,2027.4827971081804,2067.233275749695,20.908252081192188,4037.342057761733,0.0587100913808664,0.5057342648506165,-451.7473449707031,124.55086517333984,-2.9725446701049805
46,Adults,male,North American,1333.0177001953125,0.0305792726576328,3387.861201836863,4018.846429242894,19.478657100720525,8136.449353448276,0.0644110317887931,0.6393002271652222,-374.3247375488281,114.3791275024414,-3.071150064468384
47,Adults,female,British Isles,1645.781494140625,0.011252393014729,3343.505851147356,3277.160278039202,21.09430774759273,6421.42571884984,0.0913023537340255,0.4714958667755127,-516.7666015625,96.37971496582033,7.8777079582214355
48,Teens,male,North American,1616.93408203125,0.050862543284893,4093.6930573597488,3385.0056003812388,21.99697878443525,7162.799577067669,0.1381175105733082,0.4796046614646911,-366.22509765625,104.82550811767578,-4.746979713439941
49,Adults,male,North American,1360.955322265625,0.0740090459585189,1413.9586083932131,1269.7276335434603,22.09913622808329,2525.796274038461,0.0456007737379807,0.4297893047332763,-396.2241516113281,153.7253875732422,17.387662887573242
50,Adults,male,Australian and New Zealand,1504.6824951171875,0.0285340081900358,2549.00866444381,2758.5387590685154,22.35923414312612,5018.445705689278,0.0658666831920131,0.3863848447799682,-445.0346374511719,119.93570709228516,11.733736038208008
51,Seniors,male,Australian and New Zealand,1769.1068115234375,0.0199299547821283,2767.150986133244,2494.007708274928,19.970885056199705,5310.682590634441,0.0872164723376132,0.4806806743144989,-526.5911865234375,97.058349609375,4.5059123039245605
52,Adults,male,Asian,963.4000244140624,0.0062815966084599,3737.90936974441,3635.22012915278,21.39502556080586,7829.707596463022,0.0780370779742765,0.5262326598167419,-633.70068359375,79.36558532714844,12.34473991394043
53,Adults,male,North American,1213.8223876953125,0.0488521046936512,1424.3298017100558,2013.092601880526,19.64997919380537,2581.143465909091,0.0282241358901515,0.6317918300628662,-371.458740234375,168.76890563964844,14.819034576416016
54,Teens,female,North American,1483.150390625,0.0814451202750206,3606.172362031677,3249.560193635953,22.558729229582752,6420.496323529412,0.1102687743295847,0.4307855367660522,-396.7078247070313,82.73957061767578,6.7646965980529785
55,Adults,male,North American,1920.2696533203125,0.0251135546714067,3107.053832606571,2751.747898255748,20.351532485602142,5960.352732035928,0.1209256292103293,0.475781112909317,-535.4783325195312,94.18254089355467,6.112894058227539
56,Adults,male,Australian and New Zealand,1986.78515625,0.0622304789721965,3879.177377846981,3019.224240862437,20.82025912790257,7030.087809917355,0.1261352875344352,0.5075841546058655,-291.67510986328125,107.4867172241211,-40.67913818359375
57,Adults,male,British Isles,1433.2889404296875,0.065711960196495,4453.86536619885,3432.702269312553,21.75068443146302,7895.416828416149,0.1690658664111025,0.4436454772949219,-397.50982666015625,79.81076049804688,14.84418487548828
58,Adults,male,British Isles,1660.7061767578125,0.0138271506875753,2507.031221652881,2701.3616541209085,21.127606312873947,4673.420788770053,0.0715658422459893,0.5082162618637085,-529.0780639648438,118.93279266357422,24.52678298950196
59,Adults,male,British Isles,1537.2772216796875,0.0346302427351474,3350.9070087926284,3058.5874255731287,21.81336370077449,6398.124478297162,0.1080625912979966,0.4853467643260956,-409.043212890625,116.18871307373048,3.829615592956543
60,Adults,male,British Isles,1321.1748046875,0.0401514247059822,1295.8701494762806,1379.473435564898,20.757085808964355,2390.339176829268,0.0352594639227642,0.4830477833747864,-430.7331237792969,140.15711975097656,32.1404914855957
61,Adults,male,British Isles,1319.0970458984375,0.0278581660240888,3252.7963277340214,3439.687148139487,20.10336507947667,6985.788316582914,0.0706412923994974,0.4807130992412567,-440.505615234375,107.66815185546876,11.76832389831543
62,Adults,female,North American,1260.1669921875,0.0120187383145093,2243.1072375349363,2149.8118376777225,21.854112814572623,4091.215349075975,0.0595241914784394,0.4344420135021209,-543.9560546875,110.7405776977539,-7.92027997970581
63,Adults,male,North American,1689.2882080078125,0.0290114730596542,2556.057962845766,2043.1486228367648,20.112996443660435,4518.1595896946565,0.0737789241412213,0.5000486969947815,-464.894775390625,137.0797576904297,-40.99931335449219
64,Teens,male,North American,941.8698120117188,0.0691023021936416,1991.650299469464,2394.5408268331203,21.735661983018232,3625.196788413098,0.0514909182147355,0.446262001991272,-353.7901306152344,138.83792114257812,40.47360610961914
65,Adults,female,North American,1998.585693359375,0.0042161559686064,3924.020762745812,2898.633570921996,21.22134626584379,6864.680232558139,0.1420705396075581,0.4410496056079864,-622.128662109375,75.28556060791016,-41.87314987182617
66,Adults,female,North American,1704.301513671875,0.0121218441054224,3670.4571641686266,3234.662877458377,21.764695469104986,6593.5546875,0.1233830378605769,0.4328763484954834,-524.4769287109375,86.5726318359375,24.22504425048828
67,Adults,male,British Isles,1778.99462890625,0.0035237728152424,3705.2660233016986,3366.725595108719,20.90917700958456,7083.909574468085,0.1408847240691489,0.5355075001716614,-670.6680908203125,107.1001968383789,15.50037956237793
68,Adults,male,North American,751.6434326171875,0.0307867228984832,939.5332452558343,1214.9769813283292,20.916318672843776,1662.158203125,0.021234130859375,0.3334561586380005,-500.7743225097656,145.13693237304688,54.241355895996094
69,Adults,male,Australian and New Zealand,1452.28466796875,0.0868912488222122,2475.2431763054865,2427.6494073681315,21.480126781446028,4695.404628537736,0.0679148548054245,0.5032222867012024,-281.3184814453125,159.0934600830078,-28.23748207092285
70,Adults,male,British Isles,1708.623291015625,0.0037293697241693,4277.935068196199,3662.572130506645,19.60020985688089,8370.264237451738,0.1405910653957529,0.5734005570411682,-649.7799682617188,78.23692321777344,14.617146492004396
71,Adults,female,South Asian,1773.44140625,0.1069189012050628,2042.6041753139973,1607.2483708324817,21.99486317152816,3556.815159574468,0.0708090924202127,0.4161369204521179,-363.8390808105469,96.6535873413086,-1.0860185623168943
72,Adults,female,North American,1036.806396484375,0.0461164601147174,2244.4053958809463,2897.737242149337,21.595609256685663,4157.888104838709,0.040834488407258,0.5382819771766663,-359.8656616210937,148.06735229492188,0.0787656232714653
73,Adults,female,British Isles,1662.47216796875,0.0643307790160179,2961.154207317099,2612.3588061094933,20.51007273836884,5815.181902985075,0.1017058263370646,0.4198722839355469,-419.3368225097656,92.94542694091795,-11.339838981628418
74,Seniors,female,North American,1888.9376220703125,0.0152675108984112,2175.102739896338,1882.449199676951,20.012677482742266,3799.151490066225,0.0629570226269315,0.4813873767852783,-537.8497314453125,104.74348449707033,-0.8089742660522461
75,Adults,male,North American,1439.2169189453125,0.0851994976401329,2935.451460674598,2849.1907387563565,21.01917633436059,5700.44148199446,0.0811953557825484,0.4899983406066894,-361.287109375,102.17192840576172,6.007390975952148
76,Adults,female,British Isles,1388.933837890625,0.0285121947526931,3166.7491913503554,3537.165170650195,21.63412740649068,6673.983433734939,0.0706619446536144,0.4900705218315124,-389.4249877929688,127.9893569946289,-7.292155742645264
77,Seniors,female,North American,1624.7325439453125,0.0197252426296472,4540.943893494096,4146.43085140749,20.37321684674109,9258.390184859154,0.1040864326584507,0.6117478013038635,-482.1631164550781,78.62166595458984,-10.134493827819824
78,Adults,male,North American,1896.92333984375,0.0153641132637858,3817.9585511057744,2870.909948732389,22.16309465445677,6772.95755119454,0.1195822445605802,0.4445998072624206,-462.6682434082031,103.13829040527344,-39.80414581298828
79,Seniors,male,British Isles,1631.1668701171875,0.043427474796772,2414.06783495892,2024.0288187045144,22.158680075447787,4319.637156188605,0.0807678582391945,0.3804854452610016,-431.0865173339844,103.9914321899414,-5.355445861816406
80,Adults,male,North American,1630.2525634765625,0.0722881481051445,2887.8686342127344,2348.7463602605662,22.416664002155493,4948.1201171875,0.0948123931884765,0.4538805782794952,-345.9551696777344,113.3911361694336,-12.913525581359863
81,Adults,female,British Isles,1640.123779296875,0.0267865303903818,3887.607004222658,3570.829514317818,22.765522158695312,7335.750299520767,0.1157600963458466,0.4369538724422455,-395.7038879394531,100.47370147705078,-10.670960426330566
82,Adults,male,Australian and New Zealand,1793.053466796875,0.0033686128444969,2474.730685747513,2493.40358379086,21.754209920476747,4747.931696988708,0.0710482914444793,0.4610805511474609,-631.79248046875,123.45719146728516,-10.649531364440918
83,Seniors,male,British Isles,1590.2916259765625,0.00639213854447,3252.4511496228897,3269.309978817221,19.82661541923717,6938.208575581395,0.0872762990552325,0.4808119535446167,-601.5707397460938,70.91061401367188,2.142265558242798
84,Adults,male,Asian,1648.12060546875,0.0311437454074621,3062.842933235908,3014.895529817283,20.83367488546246,5731.375558035715,0.0871451241629464,0.5461044311523438,-387.48876953125,138.8954620361328,-24.201528549194336
85,Adults,male,southatlandtic,1633.436279296875,0.0684472694993019,2770.2397341345504,2322.298422640281,18.980038757785607,4922.322280534351,0.0827562171994274,0.4769188463687897,-432.9937438964844,97.38944244384766,-10.855036735534668
86,Adults,female,North American,1477.5205078125,0.0112619576975703,3449.826573073696,3142.2286401067054,21.80652929122781,6341.44268134715,0.1074497045012953,0.4288012087345123,-516.7990112304688,107.84453582763672,13.48432731628418
87,Adults,male,South Asian,1233.315673828125,0.0902267694473266,2852.324016740622,3223.8764128927987,22.640650181839824,5919.598509933775,0.0533185878863134,0.4092414975166321,-320.99420166015625,117.32657623291016,7.304136753082275
88,Adults,male,North American,1780.9119873046875,0.0623874738812446,2540.985623905412,1879.2416132878848,22.46076810368884,4376.74588022508,0.0863959505627009,0.388967752456665,-373.604736328125,106.92913818359376,-24.11005401611328
89,Adults,male,British Isles,1610.909912109375,0.0343677885830402,2004.102313584604,1926.1885502296743,19.75483466279535,3631.4293032786886,0.0568711577868852,0.5202655792236328,-459.5606689453125,103.20499420166016,15.78665828704834
90,Adults,male,British Isles,1693.22607421875,0.0348005034029483,2989.7938554193443,2790.728826197997,20.55656492676745,5662.45751510574,0.0955393811367069,0.5444156527519226,-449.7707214355469,134.46983337402344,8.229670524597168
91,Adults,male,North American,1047.6995849609375,0.0233294162899255,2174.308545348091,2211.621799623262,22.43887804319895,4053.841380866426,0.0544283760153429,0.4148668646812439,-483.13616943359375,124.05866241455078,14.004061698913574
92,Seniors,female,North American,1307.8074951171875,0.0370053611695766,2732.235517585564,2940.6095981166177,21.99560733180001,5565.013586956522,0.0669214221014492,0.495580106973648,-409.88812255859375,133.97970581054688,8.96321964263916
93,Adults,female,North American,1868.551513671875,0.0249682702124118,2535.1124515701445,1830.8476015124909,22.23301013423476,4189.5432692307695,0.0882752403846153,0.3582997918128967,-472.018310546875,99.51200103759766,-49.35063171386719
94,Adults,male,North American,1097.38427734375,0.0503998026251792,2747.011534405449,3108.051524154606,22.052101843406444,5798.975641993958,0.0621739874433534,0.5397355556488037,-351.16046142578125,125.48993682861328,10.996086120605469
95,Adults,male,North American,1594.015625,0.0261512864381074,2893.530760225515,2926.661335509696,21.12536967662708,6047.263466850829,0.0656293162983425,0.5521193146705627,-473.6380920410156,96.70289611816406,-3.1450347900390625
96,Teens,male,North American,1755.317626953125,0.0245923437178134,2948.77312589456,2601.8142395684804,20.21193252231466,5488.093449519231,0.0992760291466346,0.5502910614013672,-446.8272705078125,140.56881713867188,-10.467559814453123
97,Adults,female,Australian and New Zealand,768.8838500976562,0.0094166453927755,4244.175061569497,4131.396326651417,21.469469157194137,7592.3187022900765,0.102309831226145,0.5278627276420593,-597.948486328125,80.84725189208984,35.81925964355469
98,Adults,male,British Isles,1528.8575439453125,0.0136113669723272,2919.3334350508053,3271.628005381926,19.826430621938304,5929.421164772727,0.0741836085464015,0.5385303497314453,-450.4774475097656,138.37147521972656,-7.312024593353271
99,Adults,female,North American,1290.4144287109375,0.0013443335192278,3066.5038591558887,3141.3495863714534,21.47099285401713,6139.49699197861,0.1031931504846256,0.4666974246501922,-779.7782592773438,122.58142852783205,29.22502899169922
100,Adults,male,North American,1810.6627197265625,0.0602059550583362,3120.8441343730874,2682.780298853136,23.247445279788423,5671.6933139534885,0.091426878936531,0.463589072227478,-366.8511962890625,109.4306182861328,-24.71246910095215
101,Adults,male,British Isles,1247.8267822265625,0.0190055835992097,2749.7950508765234,3295.557467686375,21.528578880474864,5429.184715346535,0.0571603302908415,0.5193851590156555,-447.4818115234375,142.90396118164062,-2.315474510192871
102,Adults,male,North American,1779.689453125,0.0259358398616313,2405.3020400647083,1768.3657125988502,19.711351274903016,4015.600961538461,0.0883323317307692,0.5032211542129517,-473.7147216796875,143.68594360351562,-20.286863327026367
103,Teens,male,British Isles,1645.0654296875,0.0203139297664165,2560.7989224211096,2391.987001754227,19.97470658478469,4744.503348214285,0.072216796875,0.5820966958999634,-492.9230041503906,114.75350952148438,-0.2811554074287414
104,Seniors,male,North American,1757.2247314453125,0.0104063367471098,2775.0428295766724,2435.7386654305137,22.45438960418012,5083.021069004525,0.0949695984162895,0.4245063662528991,-579.1279907226562,116.45079803466795,2.902024030685425
105,Adults,male,British Isles,1553.8232421875,0.0041313292458653,2111.889942402592,2227.837334711063,21.28910968806432,3678.2347623966944,0.0638457999741735,0.4675400555133819,-619.096435546875,137.63975524902344,10.041471481323242
106,Adults,female,North American,1456.021728515625,0.0518503040075302,2829.7378947536904,2740.307545495109,22.65802692524718,5150.328423566879,0.0783250812765392,0.448197603225708,-385.14642333984375,115.91326904296876,-6.51885461807251
107,Teens,male,British Isles,2067.155029296875,0.077054925262928,2790.980683815184,1967.7963356890807,21.928445506180164,4545.151654411765,0.1006362017463235,0.5001905560493469,-368.6938781738281,124.57118225097656,-56.5498046875
108,Adults,male,North American,1889.5958251953125,0.0583805926144123,3125.9386600007515,2018.6763705065111,20.62815922554472,4906.846374045802,0.1198711832061068,0.4488996863365173,-402.4542236328125,116.2134017944336,-50.69099044799805
109,Adults,male,North American,1008.56640625,0.0174728333950042,1625.2784596141114,2197.9311104662443,20.99423444478092,3369.0325184501844,0.0337869003690036,0.4568705558776855,-535.3539428710938,109.62522888183594,30.478076934814453
110,Adults,male,North American,1768.8426513671875,0.0970013812184333,2432.5864869692336,2663.7156975566163,21.312087001695105,4631.006493506494,0.0650238433441558,0.5510751605033875,-339.1688537597656,114.07244110107422,10.259003639221191
111,Adults,male,North American,1648.43115234375,0.0359397158026695,3477.624441300513,3208.997358346998,22.32835648219516,6580.374513618677,0.0964364968385214,0.4433061778545379,-437.7355651855469,80.66382598876953,-13.986448287963867
112,Adults,male,North American,1775.137451171875,0.0934988111257553,3072.1315365082723,2792.918301820709,20.3800154813132,5704.810495626823,0.1004777469023323,0.5048097372055054,-310.0343933105469,125.19625854492188,-4.535818576812744
113,Adults,male,British Isles,1196.2808837890625,0.0333688370883464,2601.2949722386115,2732.6842914513395,22.52563694413289,4947.100105932203,0.0666429422669491,0.4151976406574249,-414.5681762695313,133.39747619628906,10.586337089538574
114,Teens,male,North American,1855.088623046875,0.0481928624212741,2513.414300219906,1694.924085042902,21.01810010275684,4026.899326347305,0.1010888379491018,0.4961159527301788,-445.12060546875,151.34837341308594,-39.18465042114258
115,Adults,female,North American,1069.7215576171875,0.0915764793753624,1623.0434383680974,1532.8271046932414,22.94943981570351,2961.054981203008,0.0477212317904135,0.3884392082691192,-373.3808288574219,117.65953826904295,9.6078519821167
116,Adults,male,British Isles,1791.9046630859375,0.0110763506963849,3573.5241447338462,2854.0009480328586,21.8247106272466,6590.685289389067,0.1251146126406752,0.4706419706344604,-567.81201171875,108.2239761352539,4.798511028289795
117,Teens,male,British Isles,1062.5272216796875,0.0073308944702148,2459.798713620347,2552.038110035774,20.85961025717522,4794.015066964285,0.0750209263392857,0.4811510443687439,-524.9954223632812,150.84140014648438,5.415925025939941
118,Adults,male,British Isles,1825.0328369140625,0.0087397163733839,3163.897813554966,2814.97887369932,19.85403253943976,5968.43975631769,0.1047724644629963,0.5725304484367371,-563.9847412109375,100.92867279052734,-4.950827598571777
119,Adults,male,North American,1317.9346923828125,0.0391616113483905,2217.052291209163,3098.9043297660123,19.177733408053463,5014.5505014326645,0.0325763341690544,0.6681637167930603,-366.9225463867188,139.06790161132812,-6.421855449676514
120,Adults,male,North American,1704.197021484375,0.0344927757978439,2932.9481079336524,2949.442446189363,21.336877136610948,5587.321993670887,0.0691257911392405,0.5231197476387024,-377.32525634765625,128.099853515625,-16.39125633239746
121,Adults,male,North American,1665.156982421875,0.0170174837112426,2192.205298048289,1987.662407628864,21.16940918841833,4108.425414364641,0.068208304558011,0.500208854675293,-527.92138671875,108.11662292480467,-1.603258490562439
122,Adults,male,North American,1690.1866455078125,0.0442713238298893,2646.978431477836,2743.8219030861587,22.128028856776595,5062.0798057768925,0.0638821666459163,0.4910938441753387,-369.69232177734375,139.0565643310547,-24.000995635986328
123,Adults,male,North American,803.172119140625,0.0406049340963363,1649.2526522915498,2296.6535436025765,20.66572078417847,3176.575741525424,0.0323838056144067,0.5041525363922119,-441.1112365722656,141.85740661621094,34.9831428527832
124,Adults,male,North American,1223.236328125,0.059312529861927,2464.232279777624,2481.915200029922,21.916948900069645,4766.863292507204,0.0651524788364553,0.3507110178470611,-349.136962890625,132.80905151367188,4.069233417510986
125,Adults,male,British Isles,1582.010986328125,0.0076703112572431,4285.18305992835,4193.466761140119,20.17332142173954,8524.767287234043,0.114970198518237,0.5886546969413757,-549.7151489257812,97.2800750732422,12.994324684143066
126,Adults,female,Asian,1367.1673583984375,0.0042765303514897,3049.523657724831,3354.257011176044,20.5083076014731,6669.462143928036,0.0696382765648425,0.5077494978904724,-600.546875,109.97577667236328,10.032600402832031
127,Adults,male,North American,1588.1064453125,0.0634464025497436,3858.014956917524,3015.5712321921224,22.266814468666645,6596.127717391304,0.1213848990683229,0.4042185842990875,-376.2453918457031,52.2947998046875,5.313684463500977
128,Adults,male,North American,1762.958740234375,0.0194953624159097,3103.3094434564487,2748.0463526783187,20.93053523970601,5750.9765625,0.0982194380326704,0.5279716849327087,-487.1618041992188,119.5959243774414,-6.245019912719727
129,Adults,male,North American,1570.789306640625,0.015675788745284,1410.8152224055975,1275.7074537523122,14.566738520718932,2692.751024590164,0.0332218024248633,0.3509997725486755,-584.5404663085938,81.84501647949219,-2.633666753768921
